Evidence ID,Entity name,Measurement point,Dataset version,Archive platform folder,Observed platform,Session ID,Original session folder,Capture date,Capture time,Capture timezone,Captured at ISO 8601,Evidence type,Query ID,Query bucket,Query text,Query role,Query group ID,Query attempt number,Capture part number,Capture parts total,Continuation flag,Continuation of Evidence ID,Primary query-set relevance,Review status,Mapping status,Mapping basis,Contamination status,Contamination reason,Analysis inclusion status,Query rewrite observed,Query rewrite text,Archive anomaly,Original filename,Original relative path,File size bytes,Image dimensions pixels,SHA-256,Source file preserved,Reviewer comment,Notes,Duplicate status,Duplicate of Evidence ID,model,logged_in
AM-T0-E011,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:42,+03:00,2026-07-10T06:42:00+03:00,screenshot,Q07,Disambiguare,Alexandru Matescu,main_query,AM-T0-CHATGPT-S1-Q07,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.42.40.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.42.40.png,847470,3420x2038,699b56f35d7eb5745fd0870d23212036b9f5e178f46038b4701e1a7cdb07b29f,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E012,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:42,+03:00,2026-07-10T06:42:00+03:00,screenshot,Q08,Disambiguare,Alex Mateescu,main_query,AM-T0-CHATGPT-S1-Q08,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.42.54.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.42.54.png,786087,3420x2038,db6a8bf9d7c118bc47f0889a7da139a13a95b2295343279e552f4533efa07602,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E013,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:43,+03:00,2026-07-10T06:43:00+03:00,screenshot,Q09,Disambiguare,Alex Matescu vs Alexandru Mateescu avocat,main_query,AM-T0-CHATGPT-S1-Q09,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.43.38.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.43.38.png,862830,3420x2038,0d9438927f1475e4029e290991f6580c66c92d9c08561490dd99013e4958e85a,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E014,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:44,+03:00,2026-07-10T06:44:00+03:00,screenshot,Q10,Ancoră,Alex Matescu AUMOVIO,main_query,AM-T0-CHATGPT-S1-Q10,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.44.03.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.44.03.png,928014,3420x2038,bc6dc2ef735b7917c05815bc4274c3e9458af96fa7fdf1616b4eadf14bc086c0,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E015,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:44,+03:00,2026-07-10T06:44:00+03:00,screenshot,Q11,Ancoră,Alex Matescu inginer / engineer,main_query,AM-T0-CHATGPT-S1-Q11,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.44.32.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.44.32.png,915539,3420x2038,cdd455f415e5d6a9dec93cbfdc5fe0a4c0a799d636775b162c1ca8d9e9645537,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E016,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:45,+03:00,2026-07-10T06:45:00+03:00,screenshot,Q12,Ancoră,delamatescu.ro,main_query,AM-T0-CHATGPT-S1-Q12,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.45.11.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.45.11.png,743898,3420x2038,f588729aaf113dd203fc3d6465154140ebde41a511f84fae2fc391453b07c62f,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E017,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:45,+03:00,2026-07-10T06:45:00+03:00,screenshot,Q13,Ancoră,Cine este în spatele delamatescu.ro?,main_query,AM-T0-CHATGPT-S1-Q13,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.45.40.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.45.40.png,851321,3420x2038,1e60e5663a34a3e2d09b3e3bddd619f3defd7d5d36b4c7944edebe57718e2c01,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E018,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S1,R1_10 iulie 20206,2026-07-10,06:46,+03:00,2026-07-10T06:46:00+03:00,screenshot,Q14,Ancoră,Alex Matescu LinkedIn,main_query,AM-T0-CHATGPT-S1-Q14,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",NONE_OBSERVED,NOT_APPLICABLE,INCLUDE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-10 la 06.46.06.png,ChatGPT/R1_10 iulie 20206/Captură de ecran din 2026-07-10 la 06.46.06.png,852092,3420x2038,eef46da74f301955b10cb0d02c1c80ad0db7bb453c681ac3b550532278c53ca7,YES,,"Fereastră Incognito, cont ChatGPT neautentificat ('Log in'/'Sign up' vizibile); toate 14 query-uri într-un singur thread continuu.",UNIQUE,NOT_APPLICABLE,UNKNOWN,NO
AM-T0-E019,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:17,+03:00,2026-07-17T22:17:00+03:00,screenshot,Q01,Identitate,Cine este Alex Matescu?,main_query,AM-T0-CHATGPT-S2-Q01-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.17.47.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.17.47.png,860536,3410x2030,c7faa536306cd8b02287480f32c61373a4470f1208765b1ddf28a4118edebbf3,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E020,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:18,+03:00,2026-07-17T22:18:00+03:00,screenshot,Q02,Identitate,Ce știi despre Alex Matescu?,main_query,AM-T0-CHATGPT-S2-Q02-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.18.17.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.18.17.png,999828,3410x2030,ce2e7f5e50d4b6c3fc1b9ab38fec7e002bb4d6c66ff4b12b95f2ddec1a213029,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E021,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:18,+03:00,2026-07-17T22:18:00+03:00,screenshot,Q03,Identitate,Cu ce se ocupă Alex Matescu?,main_query,AM-T0-CHATGPT-S2-Q03-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.18.41.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.18.41.png,785321,3410x2030,aa654b7ad3220a4fb35f717bcf2d79133e49466bf0c1a27bd0e6c643d8be0538,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E022,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:19,+03:00,2026-07-17T22:19:00+03:00,screenshot,Q04,Locație,Alex Matescu Sibiu,main_query,AM-T0-CHATGPT-S2-Q04-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.19.16.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.19.16.png,828957,3410x2030,f78418b749e0e414db3e084db569432a44a406c83b34a8f0fe13cb803acccaeb,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E023,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:20,+03:00,2026-07-17T22:20:00+03:00,screenshot,Q05,Locație,Cine este Alex Matescu din Sibiu?,main_query,AM-T0-CHATGPT-S2-Q05-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.20.09.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.20.09.png,911325,3410x2030,cc2e97d2caf55970e46c2ebff88ad8d4058c4ceb2432f95ce73240647f597822,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E024,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:20,+03:00,2026-07-17T22:20:00+03:00,screenshot,Q06,Disambiguare,Alex Matescu,main_query,AM-T0-CHATGPT-S2-Q06-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.20.46.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.20.46.png,844198,3410x2030,c0a6cb1c531b9ca427d59b99ab19f9cbefb2437242536b5c59c244382b037074,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
